student_id,gender,department,semester,gpa_band,ds1_gpa,ds1_studytimeweekly,ds1_absences,ds1_tutoring,ds1_parentalsupport,ds1_extracurricular,ds1_sports,ds1_music,ds1_volunteering,ds1_parentaleducation,ds2_study_hours_per_day,ds2_sleep_hours_per_day,ds2_social_hours_per_day,ds2_physical_activity_hours_per_day,ds2_extracurricular_hours_per_day,ds2_stress_level,ds4_university_gpa,ds4_field_of_study,ds4_internships_completed,ds4_projects_completed,ds4_certifications,ds4_soft_skills_score,ds4_networking_score,ds4_job_offers,ds4_starting_salary,ds4_career_satisfaction,ds4_work_life_balance,ds4_current_job_level,ds5_major,ds5_interested_domain,ds5_future_career,ds5_projects,ds5_python,ds5_sql,ds5_java
STU_00528,0,IT,6,very_low,0.604613405510861,5.497913165141755,21,0,2,0,0,0,0,2,6.0,6.8,6.0,2.7,2.5,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00529,0,ECE,4,very_low,1.2615877089185958,6.325846974512488,18,1,0,0,0,1,0,3,6.7,5.6,2.5,9.1,0.1,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00530,1,CSE,1,very_low,1.3970629516250068,8.076220104949986,20,0,3,1,0,0,0,1,5.1,7.1,3.4,5.6,2.8,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00531,0,IT,2,very_low,0.9231815615047178,3.5931857805982403,23,0,2,1,0,0,1,2,5.6,7.1,2.3,5.5,3.5,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00532,1,ECE,3,low,2.3207725437642064,9.3969086996735,13,0,3,1,0,0,1,0,6.2,6.1,0.4,9.8,1.5,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00533,1,CSE,6,low,1.523945155165538,2.159248962216711,19,0,4,0,1,0,0,2,5.3,5.2,0.4,11.1,2.0,High,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00534,0,Civil,6,very_low,1.1158787303056936,17.248682602823138,26,1,3,1,0,0,0,1,6.1,5.7,1.1,9.3,1.8,High,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_00535,0,CSE,6,low,1.834359140428028,4.720158606474241,16,1,3,1,0,1,0,0,6.0,6.8,0.3,9.4,1.5,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00536,1,IT,6,medium,2.8560385143532114,1.1031318120357092,1,0,2,1,0,0,0,3,8.5,6.2,4.1,1.4,3.8,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,Computer Science,Software Development,Embedded Software Engineer,Embedded Systems,Weak,Strong,Average
STU_00537,0,Mechanical,6,very_low,0.8570927943521445,16.382146523553757,26,0,4,0,0,0,0,1,6.1,5.7,1.1,9.3,1.8,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00538,0,CSE,3,low,1.519441725815139,3.67159254710292,20,0,3,1,0,0,0,2,7.0,7.1,5.8,1.4,2.7,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00539,1,Mechanical,1,medium,2.874037360035303,10.952322013074944,3,0,4,0,0,0,0,1,6.5,7.9,2.4,7.0,0.2,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_00540,0,CSE,1,very_low,0.7988865726422566,11.723647081766828,28,0,3,0,0,1,1,2,5.1,6.6,0.3,9.2,2.8,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00541,0,IT,3,medium,2.813211008121627,14.926276251381536,6,0,3,0,0,0,0,3,5.6,9.5,1.1,7.5,0.3,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Biomedical Computing,Healthcare IT Specialist,Healthcare Data Analyst,Weak,Average,Strong
STU_00542,1,Civil,2,very_high,3.5974890937641693,16.930689862468103,1,1,1,1,1,0,0,2,9.5,6.4,3.0,3.6,1.5,High,3.9,Computer Science,4,9,5,10,9,5,138000,10,5,Senior,Computer Science,Software Development,Software Engineer,Social Media Platform,Average,Weak,Strong
STU_00543,0,IT,8,very_low,1.436375445405192,19.20023761638251,24,0,3,0,0,0,0,2,6.2,6.1,0.4,9.8,1.5,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00544,0,IT,8,very_low,1.4245956528715278,0.7718312387626769,19,0,4,0,0,0,1,2,5.7,5.0,1.0,9.3,3.0,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00545,1,ECE,8,very_low,0.1306542378736745,14.498205436721689,27,1,0,0,0,0,0,3,6.0,6.8,6.0,2.7,2.5,Moderate,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00546,0,Mechanical,8,low,1.7643543086537177,15.843798765504902,17,0,0,1,0,0,0,1,6.7,5.6,2.5,9.1,0.1,High,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00547,1,CSE,5,high,3.387938347765993,8.299955167415085,4,0,2,1,1,1,0,1,9.9,9.7,0.2,1.5,2.7,High,3.5,Medicine,3,7,3,9,8,3,92000,8,6,Mid,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00548,0,CSE,6,low,1.8125810860736853,16.082184921222634,17,0,4,1,0,0,0,3,6.7,5.6,2.5,9.1,0.1,High,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00549,1,CSE,1,medium,2.7837652099236254,15.357218462517109,4,0,2,0,0,0,0,2,7.2,6.1,1.0,6.6,3.1,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_00550,0,CSE,3,very_low,1.3023928842500831,14.321261068391165,25,1,3,0,0,0,0,1,6.1,9.9,2.6,1.4,4.0,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00551,1,Civil,5,low,2.198593184586961,14.44747015265597,13,1,2,0,0,0,0,0,5.1,8.8,0.8,8.3,1.0,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00552,0,Civil,3,low,2.309975847769393,8.982468278605015,11,1,1,0,0,0,0,2,5.5,9.1,4.4,1.4,3.6,Low,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00553,1,CSE,4,very_low,1.391431871322012,19.85607956372029,23,1,1,1,0,0,0,2,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00554,0,ECE,3,medium,2.528774574406828,3.9337711646242624,8,1,3,0,1,0,0,3,5.5,9.6,3.6,2.0,3.3,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,Computer Science,Data Science,Data Scientist,Machine Learning,Average,Strong,Weak
STU_00555,0,IT,8,medium,2.773483878750202,12.194163910735195,0,0,1,0,0,0,0,3,5.2,8.4,4.1,2.6,3.7,Low,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,Computer Science,Blockchain Technology,Blockchain Engineer,Smart Contracts Developer,Weak,Average,Strong
STU_00556,1,CSE,5,low,1.69185894616234,6.332048696548258,19,0,4,0,1,0,0,2,5.6,7.1,2.3,5.5,3.5,Low,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_00557,0,IT,5,very_low,1.0085719028530793,5.812859386130622,20,1,1,0,0,0,0,1,5.7,8.6,3.0,6.4,0.3,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00558,0,CSE,3,very_high,3.512322894833646,5.96901322295521,0,0,3,0,0,1,0,2,9.6,9.7,0.4,0.4,3.9,High,3.9,Medicine,4,9,5,10,9,5,142000,10,5,Senior,Computer Science,Data Mining,Data Analyst,Market Analysis,Strong,Average,Weak
STU_00559,0,ECE,5,medium,2.6078393525028623,8.368989943509161,1,0,0,0,0,0,0,4,5.3,6.2,3.2,6.1,3.2,Low,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_00560,1,CSE,8,very_low,1.2433117162791911,2.2789053888908706,17,0,2,0,0,1,0,3,6.0,6.8,6.0,2.7,2.5,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00561,0,ECE,8,low,1.6433737595842497,3.135258951985893,21,1,3,0,1,0,1,1,5.1,6.6,0.3,9.2,2.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00562,1,IT,2,low,2.3207725437642064,9.3969086996735,13,0,3,1,0,0,1,0,5.7,8.6,3.0,6.4,0.3,Low,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00563,1,CSE,3,low,1.6780125322160857,18.291688704434957,21,1,2,0,0,0,0,1,5.3,5.2,0.4,11.1,2.0,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00564,0,ECE,5,very_low,1.2212994205081906,16.481889809687484,22,0,1,0,0,1,0,4,6.7,5.6,2.5,9.1,0.1,High,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00565,0,IT,2,medium,2.6559935659147995,10.318917570508468,5,0,2,0,1,0,0,2,5.9,7.0,0.9,8.2,2.0,Low,3.0,Psychology,1,3,1,6,5,1,44000,6,8,Entry,Computer Science,Data Science,Data Analyst,Big Data Analytics,Average,Strong,Weak
STU_00566,0,IT,1,medium,2.565368052695248,15.315685854314488,13,1,4,0,0,0,0,1,9.2,6.9,4.9,2.1,0.9,High,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00567,0,ECE,1,very_low,0.2333498804715068,0.0157902218643757,24,0,1,0,0,0,0,3,5.5,6.7,5.2,4.8,1.8,Low,2.8,Arts,0,2,0,5,4,0,32000,5,7,Entry,,,,,,,
STU_00568,1,Mechanical,2,very_high,3.770694721842285,5.621477708902263,0,1,4,0,0,1,0,2,8.8,6.0,4.0,2.8,2.4,High,3.9,Computer Science,4,9,5,10,9,5,136000,10,5,Senior,Computer Science,Machine Learning,Machine Learning Engineer,Computer Vision,Strong,Average,Weak
STU_00569,0,CSE,7,low,2.432078522782237,4.919994806135904,7,1,2,1,1,0,0,2,6.3,7.6,1.9,5.2,3.0,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00570,1,CSE,7,medium,2.748610257448085,9.925902510012794,6,0,3,0,0,0,0,2,6.1,9.1,1.7,6.4,0.7,Moderate,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Information Retrieval,SEO Specialist,Search Engine Optimization,Weak,Average,Strong
STU_00571,1,IT,6,medium,2.573034385056746,11.83615815326652,11,1,3,1,1,0,0,2,7.4,6.9,4.5,1.7,3.5,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00572,1,CSE,8,low,1.543837471085622,6.586425549650086,20,1,1,1,0,0,0,1,6.1,5.7,1.1,9.3,1.8,High,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00573,0,CSE,3,medium,2.799063885002723,6.446769161618873,2,1,0,0,0,0,1,1,7.9,6.0,4.3,3.8,2.0,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,Computer Science,Computer Graphics,Game Developer,Game Development,Weak,Average,Strong
STU_00574,0,Civil,8,very_high,3.7079480402167513,12.635496873055107,0,1,2,0,0,0,0,0,8.7,7.6,1.9,3.6,2.2,High,3.7,Medicine,4,8,4,9,8,4,118000,9,6,Mid,Computer Science,Machine Learning,Machine Learning Engineer,Image Classification,Strong,Average,Weak
STU_00575,0,IT,5,very_low,0.5813557994949716,1.573953503907981,28,0,3,1,0,0,0,3,5.7,5.0,1.0,9.3,3.0,High,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00576,0,IT,7,medium,2.686144990139594,6.333687120338521,8,1,2,1,0,0,0,3,5.5,8.3,5.0,1.6,3.6,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,Computer Science,Blockchain Technology,Blockchain Engineer,Smart Contracts Developer,Weak,Average,Strong
STU_00577,1,CSE,3,low,1.8104094800411437,0.1840179525075891,11,1,0,1,0,0,0,2,6.7,6.0,0.4,7.5,3.4,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00578,0,Civil,3,low,2.1039665103433465,18.168750957445297,15,0,3,0,1,0,0,3,5.4,6.9,1.9,6.2,3.6,Low,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_00579,0,CSE,8,low,2.0998851567205854,17.90170345532629,17,0,3,0,0,1,0,2,6.3,7.6,1.9,5.2,3.0,Moderate,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00580,1,IT,3,medium,2.6576385566960075,13.275832478828882,6,0,3,0,0,0,0,2,6.2,6.3,5.3,3.2,3.0,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_00581,0,ECE,8,very_low,0.895261805081618,6.964612794147373,25,0,2,1,1,0,1,0,5.7,5.0,1.0,9.3,3.0,High,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00582,1,IT,7,medium,2.5559753763709523,18.36386316923406,10,0,3,0,1,0,1,2,5.8,9.9,0.9,6.6,0.8,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,Computer Science,Mobile App Development,Mobile App Developer,Android App,Average,Weak,Strong
STU_00583,1,ECE,2,medium,2.928219390714798,14.667230294641872,3,0,0,1,0,0,0,2,5.5,6.2,1.0,10.7,0.6,Low,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Data Science,Data Scientist,Data Analytics,Average,Strong,Weak
STU_00584,0,ECE,7,very_low,1.212880751488374,11.301445660733872,24,0,4,1,1,0,0,3,5.9,6.3,1.4,7.0,3.4,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00585,1,IT,6,high,3.055253981943473,0.1907790805108988,1,1,1,1,1,0,0,0,5.8,7.8,3.4,5.1,1.9,Low,3.1,Marketing,1,4,1,7,6,1,46000,6,7,Entry,Computer Science,Database Management,Database Administrator,SQL Database Administration,Weak,Strong,Average
STU_00586,0,CSE,7,very_low,1.0296486453677298,13.27408957852512,27,1,1,0,1,0,0,2,5.1,6.6,0.3,9.2,2.8,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00587,1,ECE,1,low,2.3278327626806856,11.083625108975976,8,1,0,0,1,0,0,2,5.5,8.9,1.0,5.1,3.5,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00588,0,Civil,2,low,2.2675844008883907,13.790684178108304,13,0,3,1,0,0,0,2,5.7,8.6,3.0,6.4,0.3,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00589,1,CSE,2,low,1.563591912280606,1.3350050970151384,14,0,3,0,0,0,0,1,5.3,7.7,3.8,5.1,2.1,Low,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_00590,0,Civil,1,very_low,0.8722095356275656,17.81648263021255,24,0,2,0,0,1,0,2,5.0,9.3,4.1,5.5,0.1,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00591,1,IT,3,medium,2.934586305266487,0.0256885105360282,3,0,4,1,0,0,0,1,6.4,7.1,3.3,6.9,0.3,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00592,1,IT,6,very_low,0.8659455421420207,14.150456379560856,26,0,3,0,0,0,0,1,6.7,5.6,2.5,9.1,0.1,High,3.0,Business,1,4,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00593,0,ECE,4,very_low,0.8447920018716684,18.025184155931267,26,0,1,1,0,1,0,1,6.8,8.9,4.0,1.3,3.0,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00594,0,Civil,8,medium,2.533432395797906,14.140623386457689,4,0,0,0,0,0,0,2,6.9,8.2,3.0,4.4,1.5,Moderate,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00595,1,IT,8,very_low,0.8897149150878433,4.934948413347618,26,1,4,0,0,0,0,1,7.0,7.1,5.8,1.4,2.7,Moderate,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00596,1,IT,1,high,3.204313181292444,0.5834133714814893,1,0,2,0,1,1,0,1,7.1,5.4,0.5,8.5,2.5,High,3.3,Medicine,2,5,2,7,6,2,62000,7,6,Mid,Computer Science,Computer Graphics,Graphics Programmer,3D Animation,Weak,Average,Strong
STU_00597,0,Civil,3,medium,2.804363175110951,14.64601541216362,7,0,3,1,0,0,0,1,5.4,6.2,1.0,11.2,0.2,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Cybersecurity,Information Security Analyst,Network Security,Average,Weak,Strong
STU_00598,0,CSE,6,very_low,1.0582873996898603,11.314946131022918,23,1,1,0,0,0,0,2,6.8,8.9,4.0,1.3,3.0,Moderate,3.0,Psychology,1,3,1,6,5,1,44000,6,8,Entry,,,,,,,
STU_00599,1,CSE,4,very_low,0.8563970426697209,9.959526051747863,27,1,3,0,0,0,1,3,5.2,5.8,5.3,6.0,1.7,High,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00600,1,CSE,4,high,3.107348400568035,4.429870977192801,5,1,3,1,1,0,1,3,9.1,7.6,1.2,3.9,2.2,High,3.1,Psychology,1,4,1,7,6,1,45000,6,8,Entry,Computer Science,Database Management,Database Administrator,SQL Query Optimization,Average,Weak,Strong
STU_00601,0,Mechanical,7,very_low,1.3154643711031746,16.214609304608253,25,1,2,0,1,0,0,1,5.8,9.3,5.7,2.5,0.7,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00602,1,CSE,7,medium,2.631367841368872,7.5208358221831295,5,0,0,0,0,0,0,2,5.8,8.0,3.5,4.8,1.9,Low,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,iOS App,Average,Weak,Strong
STU_00603,0,Mechanical,1,low,2.271332803302088,9.880233411986111,7,0,1,0,1,0,0,1,5.2,5.8,5.3,6.0,1.7,High,3.0,Arts,1,3,1,6,5,1,54000,6,8,Entry,,,,,,,
STU_00604,0,ECE,1,medium,2.635341351261105,9.36922474174173,6,0,2,0,0,0,1,0,7.4,7.9,1.9,3.6,3.2,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Web Development,Web Developer,E-commerce Website,Weak,Strong,Strong
STU_00605,0,CSE,7,low,2.268905391743987,2.861627908346278,12,0,2,1,0,0,1,1,5.7,5.0,1.0,9.3,3.0,High,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00606,0,IT,2,low,1.5315464597195698,5.120423461230262,13,0,3,0,0,0,1,2,5.8,9.3,5.7,2.5,0.7,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00607,1,IT,2,low,1.8741577780119305,19.609415955661422,18,0,4,0,0,1,1,1,6.3,7.6,1.9,5.2,3.0,Moderate,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00608,1,Civil,5,medium,2.943750197817776,1.3559279165622518,3,1,2,0,0,1,1,2,7.2,9.2,3.2,0.4,4.0,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,Weak,Average,Strong
STU_00609,1,CSE,3,very_low,1.497673654260138,19.55986847476469,19,1,2,0,0,0,0,3,6.0,6.8,6.0,2.7,2.5,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00610,1,CSE,8,very_low,0.6487053948776081,14.645811348513922,28,0,2,0,0,0,0,4,5.5,8.9,1.0,5.1,3.5,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_00611,1,IT,5,low,1.8714659014427095,2.121840998959041,14,1,2,0,1,0,0,2,5.3,5.2,0.4,11.1,2.0,High,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00612,1,CSE,5,very_low,0.8196254779474454,13.392225130750353,25,0,2,0,0,0,0,1,5.2,8.4,0.1,7.9,2.4,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00613,1,IT,8,low,2.499681179530751,6.656367221833439,12,0,4,0,0,0,0,0,5.9,5.5,3.8,6.9,1.9,High,3.0,Arts,1,3,1,6,5,1,46000,6,8,Entry,,,,,,,
STU_00614,0,IT,5,low,2.271332803302088,9.880233411986111,7,0,1,0,1,0,0,1,5.1,6.6,0.3,9.2,2.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00615,1,CSE,5,low,1.5674124377048069,1.7601205502290451,14,0,2,0,0,0,0,2,5.8,9.3,5.7,2.5,0.7,Low,3.0,Psychology,1,3,1,6,5,1,42000,6,8,Entry,,,,,,,
STU_00616,1,Mechanical,4,low,2.09606565162715,6.580114593244657,6,0,0,0,0,0,0,2,5.2,9.8,3.0,4.6,1.4,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00617,1,CSE,1,medium,2.900096239205548,15.739515987624015,9,0,4,1,0,1,0,2,6.1,5.2,3.9,8.0,0.8,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,Strong,Average,Weak
STU_00618,0,IT,7,very_low,0.6133163315649763,12.81420449454443,27,0,1,1,0,1,0,1,5.7,8.6,3.0,6.4,0.3,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00619,0,Mechanical,6,medium,2.6216233262773407,4.998034432737796,3,0,3,0,0,0,0,3,6.0,8.7,0.1,5.7,3.5,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,Computer Science,Data Science,Data Analyst,Data Mining,Average,Weak,Strong
STU_00620,1,ECE,8,very_low,0.66207873669096,5.598746593838133,25,0,4,0,0,0,0,2,5.3,7.7,3.8,5.1,2.1,Low,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00621,1,ECE,1,very_low,1.150153548429549,11.717261010558431,19,0,1,0,1,0,0,1,5.9,5.5,3.8,6.9,1.9,High,2.8,Arts,0,2,0,5,4,0,31000,5,7,Entry,,,,,,,
STU_00622,0,ECE,6,very_low,1.3027119835441363,8.112387805108847,22,0,2,1,0,0,0,1,5.0,9.3,4.1,5.5,0.1,Low,2.9,Arts,0,2,0,6,5,0,34000,5,7,Entry,,,,,,,
STU_00623,0,CSE,6,very_low,0.5813557994949716,1.573953503907981,28,0,3,1,0,0,0,3,6.1,9.7,2.8,2.5,2.9,Moderate,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00624,0,Mechanical,4,very_low,0.4541144380742554,17.465087133833453,27,0,2,1,0,0,0,1,5.5,6.7,5.2,4.8,1.8,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00625,1,ECE,5,low,2.4619770683944515,11.124727880515454,12,0,3,0,1,0,0,2,6.3,8.8,3.6,2.6,2.7,Moderate,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00626,1,IT,8,medium,2.584174278596964,2.725011301839557,7,1,2,0,0,0,0,2,8.6,5.5,5.5,1.7,2.7,High,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,Computer Science,Mobile App Development,Mobile App Developer,Android App,Average,Weak,Strong
STU_00627,1,Mechanical,7,very_low,1.04646340029671,1.4649120821478023,25,1,2,1,0,0,0,1,5.6,7.1,2.3,5.5,3.5,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00628,1,IT,2,very_low,1.1645391660958937,18.92528986006164,24,0,1,1,0,1,1,2,5.1,6.6,0.3,9.2,2.8,Low,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00629,1,CSE,1,low,2.4118406224250792,16.57060519163017,18,1,3,0,1,0,0,2,6.3,7.6,1.9,5.2,3.0,Moderate,3.0,Arts,1,3,1,6,5,1,52000,6,8,Entry,,,,,,,
STU_00630,0,ECE,7,medium,2.590553445052984,8.606328560847817,14,0,4,1,0,0,0,2,5.2,9.2,0.7,8.7,0.2,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,Computer Science,Database Management,Database Administrator,SQL Database Administration,Weak,Strong,Average
STU_00631,1,IT,6,very_high,3.7079480402167513,12.635496873055107,0,1,2,0,0,0,0,0,8.4,8.8,2.4,2.8,1.6,High,3.7,Computer Science,3,8,3,9,8,4,108000,9,6,Mid,Computer Science,Machine Learning,Machine Learning Engineer,Image Recognition,Strong,Average,Weak
STU_00632,1,CSE,4,low,1.528563501341875,0.8953677737697374,13,0,0,0,1,0,0,2,5.9,5.5,3.8,6.9,1.9,High,3.0,Psychology,1,3,1,6,5,1,46000,6,7,Entry,,,,,,,
STU_00633,0,CSE,8,very_low,0.8217016697705576,3.946279411521199,17,0,1,0,0,0,1,2,5.5,6.7,5.2,4.8,1.8,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00634,1,ECE,5,very_low,0.8142853492286524,13.480027421397072,26,0,2,1,0,0,0,3,5.3,7.6,4.5,4.2,2.4,Low,3.0,Psychology,1,3,1,6,5,1,48000,6,8,Entry,,,,,,,
STU_00635,1,CSE,1,very_low,1.4641879236906472,12.450987924262275,15,0,1,0,1,0,0,0,5.1,7.1,3.4,5.6,2.8,Low,3.0,Arts,1,3,1,6,5,1,50000,6,8,Entry,,,,,,,
STU_00636,1,Mechanical,8,very_low,1.3970629516250068,8.076220104949986,20,0,3,1,0,0,0,1,5.8,9.3,5.7,2.5,0.7,Low,2.9,Arts,0,2,0,5,4,0,38000,5,7,Entry,,,,,,,
STU_00637,1,IT,6,very_low,0.875367123899009,0.2134025401232553,23,1,2,0,1,0,0,2,5.3,9.6,0.6,6.5,2.0,Low,2.9,Arts,0,2,0,6,4,0,35000,5,7,Entry,,,,,,,
STU_00638,0,Mechanical,8,very_low,0.539645751276114,4.838554562384731,23,0,2,0,0,0,1,3,5.7,5.0,1.0,9.3,3.0,High,3.0,Business,1,4,1,6,5,1,56000,6,8,Entry,,,,,,,
STU_00639,0,Mechanical,3,low,2.371982914818465,9.89965589424922,14,0,4,1,0,1,0,2,6.1,5.7,1.1,9.3,1.8,High,2.9,Business,1,4,1,6,5,1,48000,6,8,Entry,,,,,,,
