student_id,gender,department,semester,gpa_band,ds1_gpa,ds1_studytimeweekly,ds1_absences,ds1_tutoring,ds1_parentalsupport,ds1_extracurricular,ds1_sports,ds1_music,ds1_volunteering,ds1_parentaleducation,ds2_study_hours_per_day,ds2_sleep_hours_per_day,ds2_social_hours_per_day,ds2_physical_activity_hours_per_day,ds2_stress_level,ds4_university_gpa,ds4_internships_completed,ds4_projects_completed,ds4_certifications,ds4_soft_skills_score,ds4_networking_score,ds4_job_offers,ds4_starting_salary,ds4_career_satisfaction,ds4_work_life_balance,ds4_current_job_level,ds5_major,ds5_interested_domain,ds5_future_career,ds5_projects,ds5_python,ds5_sql,ds5_java,gender_label,ds5_has_career_data,ds4_gpa_is_synthetic,ds2_study_hours_weekly
STU_00484,1,ECE,8,3,6.3431,19.671945994775484,9,0,2,0,0,0,0,2,5.4,7.0,0.4,9.6,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,49000.0,6.0,8.0,1,Computer Science,Mobile App Development,Mobile App Developer,iOS App,1.7,1.0,2.3,Male,1,1,37.8
STU_00485,0,CSE,2,3,6.6744,15.06625863758514,3,0,1,0,0,0,0,0,5.3,7.6,3.2,4.6,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,41000.0,6.0,8.0,1,Computer Science,Artificial Intelligence,Machine Learning Researcher,Chatbot Development,3.0,2.8,1.0,Female,1,1,37.1
STU_00486,0,CSE,8,4,7.5231,7.526236339099952,7,1,2,0,1,0,0,1,6.7,5.8,4.9,3.6,3,3.4,2.0,5.0,2.0,8.1,7.0,2.0,81900.0,7.0,6.0,2,Computer Science,Database Management,Database Administrator,SQL Query Optimization,2.1,1.3,3.0,Female,1,1,46.9
STU_00487,1,CSE,8,2,5.7951,3.3820780084130297,4,0,1,0,0,1,0,1,5.7,6.0,3.0,6.8,1,2.9,1.0,4.0,1.0,6.0,5.0,1.0,48300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00488,1,ECE,6,3,7.1946,1.9793724681741365,7,1,3,1,0,0,0,1,6.4,6.5,5.5,2.2,2,3.0,1.0,4.0,1.0,5.9,5.0,1.0,53300.0,6.1,8.0,1,Computer Science,Database Management,Database Administrator,SQL Query Optimization,2.1,1.0,2.6,Male,1,1,44.8
STU_00489,1,CSE,6,2,4.577,10.674508273428888,18,0,2,1,0,1,0,3,5.2,5.8,5.3,6.0,3,2.9,0.0,2.0,0.0,6.0,4.0,0.0,35000.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,36.4
STU_00490,0,Mechanical,8,2,5.5415,15.780812084040942,18,0,4,1,0,0,0,2,5.8,7.0,0.3,9.5,1,2.8,0.0,2.0,0.0,5.1,4.0,0.0,32900.0,4.9,7.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,40.6
STU_00491,1,Mechanical,8,1,3.4109,8.258223791784264,25,1,3,0,1,1,1,2,5.9,6.3,1.4,7.0,1,3.0,1.0,4.0,1.0,6.0,5.1,1.0,52700.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,41.3
STU_00492,1,IT,2,1,2.5722,18.803596694584822,29,0,3,1,0,0,0,3,5.2,6.8,1.9,8.6,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,54100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,36.4
STU_00493,1,CSE,6,2,5.8711,16.74438285917397,8,0,2,0,0,0,0,1,6.7,6.0,0.4,7.5,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,46.9
STU_00494,1,CSE,2,1,1.1353,17.465087133833453,27,0,2,1,0,0,0,1,5.3,5.2,0.4,11.1,3,2.9,1.0,4.0,1.0,6.0,5.0,1.0,46700.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00495,1,CSE,4,1,2.4977,15.2140961208779,20,0,0,0,0,0,1,3,6.0,6.8,6.0,2.7,2,2.9,1.0,4.0,1.0,6.0,5.0,1.0,48100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00496,0,CSE,4,2,5.3935,13.48439264894794,13,0,0,1,1,0,0,3,5.5,9.1,4.4,1.4,1,2.9,0.0,2.0,0.0,6.0,5.0,0.0,33500.0,4.9,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00497,1,IT,3,2,4.6598,11.900926898475223,19,1,2,0,1,0,0,2,5.3,10.0,2.0,6.3,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,50900.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00498,0,CSE,1,1,3.0036,11.51002036938118,19,1,1,0,0,0,0,2,5.1,7.1,3.4,5.6,1,2.9,0.0,2.0,0.0,5.1,4.1,0.0,38700.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.7
STU_00499,1,ECE,3,2,5.1767,17.41935199725085,17,0,3,0,1,0,0,1,5.7,6.0,3.0,6.8,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,49800.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00500,1,IT,8,1,1.8287,11.874115659028693,27,0,4,0,1,0,0,2,5.5,9.1,4.4,1.4,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48900.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,38.5
STU_00501,1,CSE,1,2,4.7499,9.2937893689033,15,0,3,1,0,0,1,1,5.2,5.8,5.3,6.0,3,3.0,1.0,3.0,1.0,6.1,5.1,1.0,50500.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,36.4
STU_00502,1,CSE,6,1,0.4998,6.064390934371824,24,0,0,1,1,0,0,4,5.7,5.0,1.0,9.3,3,3.0,1.0,3.0,1.0,5.9,5.0,1.0,45100.0,6.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00503,0,Mechanical,4,2,5.48,2.062935217567221,13,0,4,1,0,0,0,2,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,49300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00504,1,ECE,8,2,5.9517,0.6565099763848026,8,0,4,0,0,1,0,2,5.2,9.8,3.0,4.6,1,3.0,1.0,3.0,1.0,5.9,5.0,1.0,49100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,36.4
STU_00505,0,CSE,4,1,3.4004,15.424496305808074,22,1,1,1,0,0,0,4,5.0,9.3,4.1,5.5,1,2.8,0.0,2.0,0.0,5.0,3.9,0.0,30900.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.0
STU_00506,0,ECE,6,2,4.5916,5.763042715548061,16,1,2,1,1,0,0,1,5.5,9.1,4.4,1.4,1,2.8,0.0,2.0,0.0,5.0,4.0,0.0,32100.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00507,0,ECE,1,1,2.8774,6.172652970479014,19,0,2,0,0,1,0,2,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,54000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00508,1,IT,6,2,4.5315,16.082184921222634,17,0,4,1,0,0,0,3,6.0,6.8,6.0,2.7,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,43600.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00509,1,IT,2,1,3.6584,8.88959955955582,16,0,1,0,1,0,0,1,6.7,6.0,0.4,7.5,2,2.9,0.0,2.0,0.0,4.9,4.0,0.0,36600.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,46.9
STU_00510,0,IT,7,2,3.9461,3.8257831339302872,13,0,3,0,0,0,0,2,5.2,6.8,1.9,8.6,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,52500.0,5.9,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,36.4
STU_00511,1,IT,7,1,2.1676,2.43778424160718,28,1,3,1,0,0,0,3,5.0,9.3,4.1,5.5,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,49300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,35.0
STU_00512,0,IT,3,1,2.2577,6.954756711186311,24,1,2,0,0,1,0,4,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,46100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00513,1,ECE,4,3,7.1851,10.952322013074944,3,0,4,0,0,0,0,1,5.7,6.5,4.2,7.5,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,51700.0,6.0,8.0,1,Computer Science,Data Science,Data Analyst,Data Mining,2.1,1.7,3.0,Male,1,1,39.9
STU_00514,0,CSE,2,2,4.3901,11.156202514708689,17,0,3,0,1,1,1,2,5.5,8.9,1.0,5.1,1,2.9,0.0,2.0,0.0,5.0,4.0,0.0,38800.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00515,1,ECE,7,3,7.204,3.875782600467097,5,0,3,1,0,0,0,2,5.0,7.1,1.3,8.6,1,3.0,1.0,4.0,1.0,6.0,5.0,1.0,51900.0,6.0,8.0,1,Computer Science,Database Management,Database Administrator,SQL Database Administration,1.0,3.0,2.0,Male,1,1,35.0
STU_00516,0,CSE,5,3,6.6528,10.571684028748846,5,0,2,1,0,0,1,1,5.5,7.4,3.9,5.7,1,2.9,0.0,2.0,0.0,5.0,4.0,0.0,37900.0,5.0,7.0,1,Computer Science,Database Management,Database Administrator,SQL Query Optimization,2.1,1.0,3.0,Female,1,1,38.5
STU_00517,0,IT,8,1,3.1336,7.945825858918114,15,1,0,0,1,0,0,0,5.3,7.6,4.5,4.2,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,46500.0,6.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00518,1,CSE,3,1,0.683,7.343392513900453,26,0,1,0,0,0,0,2,5.3,7.7,3.8,5.1,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,54000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00519,1,Mechanical,6,1,1.1782,1.6929750716925795,25,0,3,0,0,0,0,2,6.1,9.7,2.8,2.5,2,2.9,0.0,2.0,0.0,4.9,4.0,0.0,38800.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00520,1,CSE,4,2,5.3428,16.263642945689224,19,1,3,1,0,1,0,2,6.1,5.7,1.1,9.3,3,3.0,1.0,4.0,1.0,6.0,5.1,1.0,51900.0,6.0,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00521,0,Mechanical,4,5,8.9157,12.49401338813216,0,0,3,0,0,0,0,2,8.2,7.9,3.4,4.2,3,3.9,4.0,9.0,4.0,10.0,9.0,5.0,135000.0,10.0,5.0,3,Computer Science,Artificial Intelligence,NLP Research Scientist,Natural Language Processing,3.0,1.0,1.0,Female,1,0,57.4
STU_00522,1,CSE,2,1,1.7254,11.136242862814802,24,1,0,0,0,0,0,0,5.3,5.2,0.4,11.1,3,3.0,1.0,4.0,1.0,6.0,5.0,1.0,51500.0,6.0,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00523,0,IT,3,2,5.1499,0.3167614188974843,16,0,2,1,1,1,0,3,5.1,8.8,0.8,8.3,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.7
STU_00524,0,CSE,3,3,6.5372,16.414716816314606,12,0,3,1,1,0,0,1,7.4,9.6,4.3,0.5,2,2.9,0.0,2.0,0.0,5.0,4.0,0.0,37500.0,5.1,7.0,1,Computer Science,Computer Graphics,Game Developer,Game Development,1.0,2.2,2.7,Female,1,1,51.8
STU_00525,1,IT,5,2,5.4024,8.491452143719112,12,0,3,0,1,0,0,3,5.3,7.6,4.5,4.2,1,3.0,1.0,3.0,1.0,6.1,4.9,1.0,51300.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00526,0,Mechanical,8,3,6.6722,17.698534936899332,14,0,3,1,1,0,1,1,6.1,6.0,0.5,8.3,2,2.9,1.0,3.0,1.0,6.0,5.0,1.0,44600.0,6.1,7.9,1,Computer Science,Artificial Intelligence,AI Researcher,Reinforcement Learning,3.0,1.0,2.3,Female,1,1,42.7
STU_00527,0,ECE,3,4,8.1013,8.31572124138366,1,0,1,1,0,1,1,1,8.8,9.1,0.2,5.7,3,3.5,3.0,7.0,3.0,8.0,7.0,3.0,85000.0,8.0,7.0,2,Computer Science,Mobile App Development,Mobile App Developer,iOS App,2.1,1.0,3.0,Female,1,1,61.6
STU_00528,0,IT,6,1,1.5115,5.497913165141755,21,0,2,0,0,0,0,2,6.0,6.8,6.0,2.7,2,2.9,0.0,2.0,0.0,5.0,4.0,0.0,39200.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,42.0
STU_00529,0,ECE,4,1,3.154,6.325846974512488,18,1,0,0,0,1,0,3,6.7,5.6,2.5,9.1,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48700.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,46.9
STU_00530,1,CSE,1,1,3.4926,8.076220104949986,20,0,3,1,0,0,0,1,5.1,7.1,3.4,5.6,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,52000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,35.7
STU_00531,0,IT,2,1,2.308,3.5931857805982403,23,0,2,1,0,0,1,2,5.6,7.1,2.3,5.5,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,52000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.2
STU_00532,1,ECE,3,2,5.8019,9.3969086996735,13,0,3,1,0,0,1,0,6.2,6.1,0.4,9.8,2,3.0,1.0,3.0,1.0,6.0,4.9,1.0,49500.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,43.4
STU_00533,1,CSE,6,2,3.8099,2.159248962216711,19,0,4,0,1,0,0,2,5.3,5.2,0.4,11.1,3,2.8,0.0,2.0,0.0,5.1,4.0,0.0,32300.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00534,0,Civil,6,1,2.7897,17.248682602823138,26,1,3,1,0,0,0,1,6.1,5.7,1.1,9.3,3,2.8,0.0,2.0,0.0,5.1,4.1,0.0,32000.0,5.0,7.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,42.7
STU_00535,0,CSE,6,2,4.5859,4.720158606474241,16,1,3,1,0,1,0,0,6.0,6.8,0.3,9.4,2,3.0,1.0,3.0,1.0,6.0,5.1,1.0,51300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,42.0
STU_00536,1,IT,6,3,7.1401,1.1031318120357092,1,0,2,1,0,0,0,3,8.5,6.2,4.1,1.4,3,2.9,0.0,2.0,0.0,5.0,4.0,0.0,36600.0,4.9,7.0,1,Computer Science,Software Development,Embedded Software Engineer,Embedded Systems,1.0,3.0,2.0,Male,1,1,59.5
STU_00537,0,Mechanical,6,1,2.1427,16.382146523553757,26,0,4,0,0,0,0,1,6.1,5.7,1.1,9.3,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48700.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,42.7
STU_00538,0,CSE,3,2,3.7986,3.67159254710292,20,0,3,1,0,0,0,2,7.0,7.1,5.8,1.4,2,3.0,1.0,3.0,1.0,6.0,5.1,1.0,48300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,49.0
STU_00539,1,Mechanical,1,3,7.1851,10.952322013074944,3,0,4,0,0,0,0,1,6.5,7.9,2.4,7.0,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,49000.0,5.9,7.9,1,Computer Science,Data Science,Data Scientist,Machine Learning,2.1,3.0,1.0,Male,1,1,45.5
STU_00540,0,CSE,1,1,1.9972,11.723647081766828,28,0,3,0,0,1,1,2,5.1,6.6,0.3,9.2,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47300.0,5.9,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.7
STU_00541,0,IT,3,3,7.033,14.926276251381536,6,0,3,0,0,0,0,3,5.6,9.5,1.1,7.5,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,45200.0,6.0,7.0,1,Computer Science,Biomedical Computing,Healthcare IT Specialist,Healthcare Data Analyst,1.0,2.3,2.9,Female,1,1,39.2
STU_00542,1,Civil,2,5,8.9937,16.930689862468103,1,1,1,1,1,0,0,2,8.8,6.4,3.0,3.6,3,3.9,4.0,9.0,5.0,9.9,8.9,5.0,137300.0,10.0,5.1,3,Computer Science,Software Development,Software Engineer,Social Media Platform,2.2,1.0,2.8,Male,1,0,61.6
STU_00543,0,IT,8,1,3.591,19.20023761638251,24,0,3,0,0,0,0,2,6.2,6.1,0.4,9.8,2,2.9,0.0,2.0,0.0,4.9,4.0,0.0,37700.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,43.4
STU_00544,0,IT,8,1,3.5615,0.7718312387626769,19,0,4,0,0,0,1,2,5.7,5.0,1.0,9.3,3,2.9,0.0,2.0,0.0,5.0,4.0,0.0,37800.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.9
STU_00545,1,ECE,8,1,0.3266,14.498205436721689,27,1,0,0,0,0,0,3,6.0,6.8,6.0,2.7,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,45400.0,6.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00546,0,Mechanical,8,2,4.4109,15.843798765504902,17,0,0,1,0,0,0,1,6.7,5.6,2.5,9.1,3,3.0,1.0,3.0,1.0,6.0,5.1,1.0,49300.0,5.9,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,46.9
STU_00547,1,CSE,5,4,8.4698,8.299955167415085,4,0,2,1,1,1,0,1,8.8,9.7,0.2,1.5,3,3.5,3.0,7.0,3.0,8.9,8.0,3.0,91800.0,8.0,6.0,2,Computer Science,Database Management,Database Administrator,SQL Query Optimization,2.3,1.0,3.0,Male,1,1,61.6
STU_00548,0,CSE,6,2,4.5315,16.082184921222634,17,0,4,1,0,0,0,3,6.7,5.6,2.5,9.1,3,3.0,1.0,3.0,1.0,6.0,5.1,1.0,42200.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,46.9
STU_00549,1,CSE,1,3,6.9594,15.357218462517109,4,0,2,0,0,0,0,2,7.2,6.1,1.0,6.6,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47700.0,6.0,8.1,1,Computer Science,Cybersecurity,Information Security Analyst,Network Security,1.8,1.4,3.0,Male,1,1,50.4
STU_00550,0,CSE,3,1,3.256,14.321261068391165,25,1,3,0,0,0,0,1,6.1,9.9,2.6,1.4,2,2.9,1.0,4.0,1.0,6.0,5.0,1.0,49100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,42.7
STU_00551,1,Civil,5,2,5.4965,14.44747015265597,13,1,2,0,0,0,0,0,5.1,8.8,0.8,8.3,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,50500.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,35.7
STU_00552,0,Civil,3,2,5.7749,8.982468278605015,11,1,1,0,0,0,0,2,5.5,9.1,4.4,1.4,1,2.8,0.0,2.0,0.0,5.1,4.0,0.0,30500.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00553,1,CSE,4,1,3.4786,19.85607956372029,23,1,1,1,0,0,0,2,6.7,6.0,0.4,7.5,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,50500.0,6.1,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,46.9
STU_00554,0,ECE,3,3,6.3219,3.9337711646242624,8,1,3,0,1,0,0,3,5.5,9.6,3.6,2.0,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,46600.0,6.0,7.0,1,Computer Science,Data Science,Data Scientist,Machine Learning,2.2,2.8,1.0,Female,1,1,38.5
STU_00555,0,IT,8,3,6.9337,12.194163910735195,0,0,1,0,0,0,0,3,5.2,8.4,4.1,2.6,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,41600.0,6.0,8.0,1,Computer Science,Blockchain Technology,Blockchain Engineer,Smart Contracts Developer,1.1,2.5,2.6,Female,1,1,36.4
STU_00556,1,CSE,5,2,4.2296,6.332048696548258,19,0,4,0,1,0,0,2,5.6,7.1,2.3,5.5,1,2.8,0.0,2.0,0.0,4.9,4.0,0.0,30000.0,4.9,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.2
STU_00557,0,IT,5,1,2.5214,5.812859386130622,20,1,1,0,0,0,0,1,5.7,8.6,3.0,6.4,1,3.0,1.0,4.0,1.0,6.0,5.0,1.0,52000.0,5.9,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.9
STU_00558,0,CSE,3,5,8.7808,5.96901322295521,0,0,3,0,0,1,0,2,8.8,9.7,0.4,0.4,3,3.9,4.0,9.0,5.0,10.0,9.1,5.0,142000.0,10.0,4.9,3,Computer Science,Data Mining,Data Analyst,Market Analysis,3.0,2.2,1.4,Female,1,0,61.6
STU_00559,0,ECE,5,3,6.5196,8.368989943509161,1,0,0,0,0,0,0,4,5.3,6.2,3.2,6.1,1,3.0,1.0,4.0,1.0,6.0,5.0,1.0,51000.0,6.0,8.0,1,Computer Science,Machine Learning,Machine Learning Engineer,Natural Language Processing,3.0,1.9,1.0,Female,1,1,37.1
STU_00560,1,CSE,8,1,3.1083,2.2789053888908706,17,0,2,0,0,1,0,3,6.0,6.8,6.0,2.7,2,2.9,1.0,4.0,1.0,6.1,5.1,1.0,46600.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00561,0,ECE,8,2,4.1084,3.135258951985893,21,1,3,0,1,0,1,1,5.1,6.6,0.3,9.2,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,49900.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.7
STU_00562,1,IT,2,2,5.8019,9.3969086996735,13,0,3,1,0,0,1,0,5.7,8.6,3.0,6.4,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,41800.0,5.9,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00563,1,CSE,3,2,4.195,18.29168870443496,21,1,2,0,0,0,0,1,5.3,5.2,0.4,11.1,3,2.9,0.0,2.0,0.0,5.0,4.0,0.0,37600.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00564,0,ECE,5,1,3.0532,16.481889809687484,22,0,1,0,0,1,0,4,6.7,5.6,2.5,9.1,3,2.9,1.0,4.0,1.0,6.1,5.0,1.0,47900.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,46.9
STU_00565,0,IT,2,3,6.64,10.318917570508468,5,0,2,0,1,0,0,2,5.9,7.0,0.9,8.2,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,43000.0,5.9,7.9,1,Computer Science,Data Science,Data Analyst,Big Data Analytics,1.9,3.0,1.0,Female,1,1,41.3
STU_00566,0,IT,1,3,6.4134,15.315685854314488,13,1,4,0,0,0,0,1,8.8,6.9,4.9,2.1,3,2.9,0.0,2.0,0.0,6.0,5.0,0.0,33600.0,5.0,7.0,1,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,1.0,2.2,3.0,Female,1,1,61.6
STU_00567,0,ECE,1,1,0.5834,0.0157902218643757,24,0,1,0,0,0,0,3,5.5,6.7,5.2,4.8,1,2.8,0.0,2.0,0.0,5.1,4.1,0.0,32500.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00568,1,Mechanical,2,5,9.4267,5.621477708902263,0,1,4,0,0,1,0,2,8.8,6.0,4.0,2.8,3,3.9,4.0,9.0,5.0,10.0,9.0,5.0,135700.0,10.0,5.0,3,Computer Science,Machine Learning,Machine Learning Engineer,Computer Vision,2.8,2.2,1.0,Male,1,0,61.6
STU_00569,0,CSE,7,2,6.0802,4.919994806135904,7,1,2,1,1,0,0,2,6.3,7.6,1.9,5.2,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48400.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,44.1
STU_00570,1,CSE,7,3,6.8715,9.925902510012794,6,0,3,0,0,0,0,2,6.1,9.1,1.7,6.4,2,3.0,1.0,3.0,1.0,6.1,4.9,1.0,47600.0,5.9,8.1,1,Computer Science,Information Retrieval,SEO Specialist,Search Engine Optimization,1.0,1.6,3.0,Male,1,1,42.7
STU_00571,1,IT,6,3,6.4326,11.83615815326652,11,1,3,1,1,0,0,2,7.4,6.9,4.5,1.7,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,49000.0,6.0,8.0,1,Computer Science,Web Development,Web Developer,E-commerce Website,1.0,2.8,3.0,Male,1,1,51.8
STU_00572,1,CSE,8,2,3.8596,6.586425549650086,20,1,1,1,0,0,0,1,6.1,5.7,1.1,9.3,3,3.0,1.0,3.0,1.0,5.9,5.0,1.0,52200.0,5.9,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
